Method,UncertaintyPercent,Seed,CsvFile,Success,Delay_s,SupportPeakForce_N,SupportRmsForce_N,SupportImpulse_Ns,SupportPeakMoment_Nm,SupportRmsMoment_Nm,TerminalError_m,TerminalError_mm,TrajectoryRMSE_m,TrajectoryRMSE_mm,TrajectoryMaxError_m,TrajectoryMaxError_mm,TotalEffort_N2m2s,SupportEffort_N2m2s,SwingEffort_N2m2s,BaseFinalAngle_deg,BaseMaxAngle_deg
gjm,20,0,gjm/csv/inertial_err_20_seed00.csv,1,0.00683808326721191,0.495286705663269,0.215742638155576,1.86844555068488,0.0351384110437756,0.0144601647868717,0.00325788941484176,3.25788941484176,0.00328578378100185,3.28578378100185,0.00573652595686888,5.73652595686888,0.261412654260456,0.092610952486004,0.168801701774452,26.3496285602498,49.9858625964035
gjm,20,1,gjm/csv/inertial_err_20_seed01.csv,1,0.00716781616210938,0.443729160976256,0.168083181734055,1.48258618026442,0.0341607922740976,0.0150289391488227,0.00550635323651712,5.50635323651712,0.00291552579740816,2.91552579740816,0.00572756312222341,5.72756312222341,0.211045640128996,0.0645606498186382,0.146484990310357,26.5288631293903,50.2262123746069
gjm,20,2,gjm/csv/inertial_err_20_seed02.csv,1,0.00801491737365723,0.381189303808992,0.168925627022617,1.50658868705924,0.0358320714102691,0.017119734107059,0.00273196510823122,2.73196510823122,0.00326064422533725,3.26064422533725,0.00629692021507881,6.29692021507881,0.212982106614742,0.0799082602971952,0.133073846317547,26.3962205383912,50.02808570366
gjm,20,3,gjm/csv/inertial_err_20_seed03.csv,1,0.00822305679321289,0.339971506766378,0.149080475430731,1.35429709067434,0.0325418666454679,0.0148760289433669,0.00571503996873641,5.71503996873641,0.00287985789801586,2.87985789801586,0.0059347927946372,5.9347927946372,0.193756825491275,0.0603543361272268,0.133402489364048,26.5339450038417,50.1504044477094
gjm,20,4,gjm/csv/inertial_err_20_seed04.csv,1,0.0121710300445557,0.332118661177388,0.124567448234594,1.07513689797398,0.0212981438106887,0.00849201738800505,0.00276523893348409,2.76523893348409,0.00266745702433875,2.66745702433875,0.00467407410331221,4.67407410331221,0.159263341694179,0.0407259003552307,0.118537441338949,26.4392744707861,50.1364293150315
