Method,UncertaintyPercent,ValidTrials,SuccessRate_percent,PeakForceMean_N,PeakForceStd_N,RmsForceMean_N,RmsForceStd_N,ImpulseMean_Ns,ImpulseStd_Ns,PeakMomentMean_Nm,PeakMomentStd_Nm,RmsMomentMean_Nm,RmsMomentStd_Nm,TerminalErrorMean_mm,TerminalErrorStd_mm,TrajectoryRMSEMean_mm,TrajectoryRMSEStd_mm,TotalEffortMean_N2m2s,TotalEffortStd_N2m2s,SupportEffortMean_N2m2s,SupportEffortStd_N2m2s,SwingEffortMean_N2m2s,SwingEffortStd_N2m2s,BaseFinalAngleMean_deg,BaseFinalAngleStd_deg,BaseMaxAngleMean_deg,BaseMaxAngleStd_deg
resto,20,5,100,0.37254852545391,0.0246129403366267,0.134947425088451,0.00474497874001446,1.14258575236125,0.0702489231529822,0.0202545728694551,0.00175757557752609,0.00844430943907791,0.00087285261280059,3.36734970059447,3.23631960884399,6.69593482591384,11.964268726713,0.0621130979893963,0.00459184572588415,0.0190243261420249,0.00258561655567668,0.0430887718473714,0.00295478740568209,33.4409497473672,0.0206605770375132,33.4409497473672,0.0206605770375132
