Method,UncertaintyPercent,Seed,CsvFile,Success,Delay_s,SupportPeakForce_N,SupportRmsForce_N,SupportImpulse_Ns,SupportPeakMoment_Nm,SupportRmsMoment_Nm,TerminalError_m,TerminalError_mm,TrajectoryRMSE_m,TrajectoryRMSE_mm,TrajectoryMaxError_m,TrajectoryMaxError_mm,TotalEffort_N2m2s,SupportEffort_N2m2s,SwingEffort_N2m2s,BaseFinalAngle_deg,BaseMaxAngle_deg
baseline,10,0,baseline/csv/inertial_err_10_seed00.csv,1,0.0178260803222656,0.674042235225262,0.420628296360836,3.78430210569139,0.0921267468505029,0.0571426413172662,0.00838432014576789,8.38432014576789,0.0233359796200788,23.3359796200788,0.0460576145183742,46.0576145183742,2.07361087192836,2.01549301378903,0.0581178581393251,0.636728228048277,2.64786483349684
