Method,UncertaintyPercent,ValidTrials,SuccessRate_percent,PeakForceMean_N,PeakForceStd_N,RmsForceMean_N,RmsForceStd_N,ImpulseMean_Ns,ImpulseStd_Ns,PeakMomentMean_Nm,PeakMomentStd_Nm,RmsMomentMean_Nm,RmsMomentStd_Nm,TerminalErrorMean_mm,TerminalErrorStd_mm,TrajectoryRMSEMean_mm,TrajectoryRMSEStd_mm,TotalEffortMean_N2m2s,TotalEffortStd_N2m2s,SupportEffortMean_N2m2s,SupportEffortStd_N2m2s,SwingEffortMean_N2m2s,SwingEffortStd_N2m2s,BaseFinalAngleMean_deg,BaseFinalAngleStd_deg,BaseMaxAngleMean_deg,BaseMaxAngleStd_deg
ramp-pmd,10,5,100,0.396755199778726,0.020088245162313,0.213757099550309,0.00740753482720939,1.78870254018253,0.0564582942828269,0.0547776077534204,0.00257098896647622,0.0308228599427822,0.00122633006438567,9.20240363711681,0.950230012569926,11.9355026823897,0.368629579442639,0.594238844819173,0.0358154431756213,0.536185927691405,0.0344855680064873,0.0580529171277678,0.00205036866310174,5.79726254521803,0.046607878637903,6.2707602731133,0.0241995804865812
