Method,UncertaintyPercent,ValidTrials,SuccessRate_percent,PeakForceMean_N,PeakForceStd_N,RmsForceMean_N,RmsForceStd_N,ImpulseMean_Ns,ImpulseStd_Ns,PeakMomentMean_Nm,PeakMomentStd_Nm,RmsMomentMean_Nm,RmsMomentStd_Nm,TerminalErrorMean_mm,TerminalErrorStd_mm,TrajectoryRMSEMean_mm,TrajectoryRMSEStd_mm,TotalEffortMean_N2m2s,TotalEffortStd_N2m2s,SupportEffortMean_N2m2s,SupportEffortStd_N2m2s,SwingEffortMean_N2m2s,SwingEffortStd_N2m2s,BaseFinalAngleMean_deg,BaseFinalAngleStd_deg,BaseMaxAngleMean_deg,BaseMaxAngleStd_deg
gjm,20,5,100,0.398459067678457,0.0699018273816707,0.165279874115515,0.0334946366650123,1.45741088133137,0.286691299065177,0.0317942570368598,0.00599614694926369,0.0139953768748251,0.00324454929840137,3.99529733236212,1.49110924238006,3.00185374522038,0.265398495692324,0.20769211363793,0.036961685764138,0.067632019816859,0.0197546856192173,0.140060093821071,0.0188660756637195,26.4495863405318,0.0811587867421166,50.1053988874822,0.0972760759823
